   Elapsed time;   ECG1
         15.109;  0.040
         15.117;  0.050
         15.125;  0.060
         15.133;  0.080
         15.141;  0.090
         15.148;  0.090
         15.156;  0.100
         15.164;  0.120
         15.172;  0.120
         15.180;  0.130
         15.188;  0.150
         15.195;  0.180
         15.203;  0.180
         15.211;  0.200
         15.219;  0.220
         15.227;  0.230
         15.234;  0.240
         15.242;  0.260
         15.250;  0.260
         15.258;  0.240
         15.266;  0.220
         15.273;  0.190
         15.281;  0.170
         15.289;  0.130
         15.297;  0.090
         15.305;  0.060
         15.312;  0.030
         15.320;  0.000
         15.328;  0.000
         15.336; -0.010
         15.344; -0.010
         15.352;  0.000
         15.359;  0.030
         15.367;  0.000
         15.375;  0.020
         15.383;  0.020
         15.391;  0.010
         15.398;  0.010
         15.406;  0.010
         15.414;  0.020
         15.422;  0.020
         15.430;  0.020
         15.438;  0.010
         15.445;  0.020
         15.453;  0.010
         15.461;  0.030
         15.469;  0.020
         15.477;  0.020
         15.484;  0.020
         15.492;  0.030
         15.500;  0.020
         15.508;  0.000
         15.516;  0.030
         15.523;  0.000
         15.531;  0.000
         15.539; -0.020
         15.547; -0.010
         15.555; -0.040
         15.562; -0.030
         15.570; -0.030
         15.578; -0.040
         15.586; -0.030
         15.594; -0.050
         15.602; -0.050
         15.609; -0.040
         15.617; -0.040
         15.625; -0.040
         15.633; -0.040
         15.641; -0.030
         15.648; -0.030
         15.656; -0.020
         15.664; -0.010
         15.672;  0.020
         15.680;  0.040
         15.688;  0.030
         15.695;  0.100
         15.703;  0.100
         15.711;  0.170
         15.719;  0.070
         15.727;  0.040
         15.734; -0.050
         15.742; -0.100
         15.750; -0.090
         15.758; -0.110
         15.766; -0.070
         15.773; -0.060
         15.781; -0.080
         15.789; -0.080
         15.797; -0.090
         15.805; -0.070
         15.812;  0.330
         15.820;  0.540
         15.828; -0.150
         15.836; -1.770
         15.844; -1.750
         15.852; -1.140
         15.859; -0.600
         15.867; -0.280
         15.875; -0.020
         15.883; -0.030
         15.891; -0.010
         15.898;  0.010
         15.906;  0.040
         15.914;  0.050
         15.922;  0.050
         15.930;  0.070
         15.938;  0.060
         15.945;  0.070
         15.953;  0.080
         15.961;  0.090
         15.969;  0.110
         15.977;  0.100
         15.984;  0.130
         15.992;  0.150
         16.000;  0.140
         16.008;  0.140
         16.016;  0.160
         16.023;  0.160
         16.031;  0.170
         16.039;  0.170
         16.047;  0.160
         16.055;  0.130
         16.062;  0.120
         16.070;  0.100
         16.078;  0.090
         16.086;  0.050
         16.094;  0.020
         16.102;  0.010
         16.109;  0.000
         16.117; -0.010
         16.125;  0.000
         16.133;  0.000
         16.141; -0.010
         16.148;  0.020
         16.156;  0.040
         16.164;  0.040
         16.172;  0.030
         16.180;  0.030
         16.188;  0.030
         16.195;  0.040
         16.203;  0.050
         16.211;  0.050
         16.219;  0.050
         16.227;  0.050
         16.234;  0.060
         16.242;  0.070
         16.250;  0.050
         16.258;  0.060
         16.266;  0.060
         16.273;  0.050
         16.281;  0.050
         16.289;  0.040
         16.297;  0.040
         16.305;  0.010
         16.312;  0.030
         16.320;  0.040
         16.328;  0.020
         16.336;  0.020
         16.344;  0.010
         16.352;  0.000
         16.359;  0.000
         16.367; -0.020
         16.375; -0.010
         16.383; -0.010
         16.391; -0.010
         16.398; -0.010
         16.406; -0.010
         16.414; -0.010
         16.422; -0.020
         16.430;  0.000
         16.438; -0.010
         16.445; -0.020
         16.453;  0.000
         16.461;  0.040
         16.469;  0.060
         16.477;  0.030
         16.484;  0.110
         16.492;  0.150
         16.500;  0.190
         16.508;  0.120
         16.516;  0.090
         16.523;  0.010
         16.531; -0.080
         16.539; -0.050
         16.547; -0.040
         16.555; -0.080
         16.562; -0.040
         16.570; -0.060
         16.578; -0.070
         16.586; -0.090
         16.594; -0.010
         16.602;  0.300
         16.609;  0.610
         16.617; -0.010
         16.625; -1.500
         16.633; -1.440
         16.641; -1.120
         16.648; -0.620
         16.656; -0.340
         16.664; -0.040
         16.672; -0.040
         16.680; -0.030
         16.688;  0.010
         16.695;  0.020
         16.703;  0.020
         16.711;  0.050
         16.719;  0.040
         16.727;  0.060
         16.734;  0.070
         16.742;  0.080
         16.750;  0.070
         16.758;  0.100
         16.766;  0.100
         16.773;  0.110
         16.781;  0.130
         16.789;  0.140
         16.797;  0.160
         16.805;  0.160
         16.812;  0.180
         16.820;  0.170
         16.828;  0.190
         16.836;  0.170
         16.844;  0.180
         16.852;  0.160
         16.859;  0.140
         16.867;  0.120
         16.875;  0.110
         16.883;  0.060
         16.891;  0.040
         16.898;  0.040
         16.906;  0.020
         16.914;  0.010
         16.922;  0.030
         16.930;  0.020
         16.938;  0.030
         16.945;  0.050
         16.953;  0.050
         16.961;  0.070
         16.969;  0.060
         16.977;  0.070
         16.984;  0.080
         16.992;  0.080
         17.000;  0.090
         17.008;  0.100
         17.016;  0.100
         17.023;  0.090
         17.031;  0.090
         17.039;  0.100
         17.047;  0.090
         17.055;  0.090
         17.062;  0.090
         17.070;  0.070
         17.078;  0.070
         17.086;  0.060
         17.094;  0.070
         17.102;  0.060
         17.109;  0.050
         17.117;  0.050
         17.125;  0.040
         17.133;  0.050
         17.141;  0.030
         17.148;  0.040
         17.156;  0.020
         17.164;  0.030
         17.172;  0.020
         17.180;  0.030
         17.188;  0.030
         17.195;  0.010
         17.203;  0.010
         17.211;  0.020
         17.219;  0.010
         17.227;  0.000
         17.234;  0.010
         17.242;  0.020
         17.250;  0.070
         17.258;  0.050
         17.266;  0.110
         17.273;  0.110
         17.281;  0.200
         17.289;  0.170
         17.297;  0.080
         17.305;  0.040
         17.312; -0.050
         17.320; -0.100
         17.328; -0.070
         17.336; -0.060
         17.344; -0.060
         17.352; -0.050
         17.359; -0.060
         17.367; -0.040
         17.375; -0.050
         17.383;  0.080
         17.391;  0.440
         17.398;  0.770
         17.406; -0.850
         17.414; -1.850
         17.422; -1.670
         17.430; -1.230
         17.438; -0.500
         17.445; -0.140
         17.453;  0.010
         17.461;  0.020
         17.469;  0.050
         17.477;  0.080
         17.484;  0.090
         17.492;  0.100
         17.500;  0.110
         17.508;  0.120
         17.516;  0.140
         17.523;  0.140
         17.531;  0.150
         17.539;  0.170
         17.547;  0.180
         17.555;  0.190
         17.562;  0.220
         17.570;  0.230
         17.578;  0.250
         17.586;  0.260
         17.594;  0.280
         17.602;  0.300
         17.609;  0.300
         17.617;  0.310
         17.625;  0.310
         17.633;  0.290
         17.641;  0.270
         17.648;  0.250
         17.656;  0.210
         17.664;  0.160
         17.672;  0.130
         17.680;  0.090
         17.688;  0.080
         17.695;  0.040
         17.703;  0.060
         17.711;  0.060
         17.719;  0.060
         17.727;  0.080
         17.734;  0.090
         17.742;  0.070
         17.750;  0.080
         17.758;  0.070
         17.766;  0.070
         17.773;  0.070
         17.781;  0.080
         17.789;  0.070
         17.797;  0.080
         17.805;  0.070
         17.812;  0.080
         17.820;  0.090
         17.828;  0.070
         17.836;  0.080
         17.844;  0.090
         17.852;  0.090
         17.859;  0.090
         17.867;  0.090
         17.875;  0.090
         17.883;  0.070
         17.891;  0.070
         17.898;  0.060
         17.906;  0.050
         17.914;  0.030
         17.922;  0.040
         17.930;  0.020
         17.938;  0.020
         17.945;  0.010
         17.953;  0.010
         17.961;  0.000
         17.969;  0.000
         17.977;  0.000
         17.984;  0.000
         17.992;  0.000
         18.000; -0.020
         18.008; -0.010
         18.016; -0.020
         18.023; -0.010
         18.031;  0.000
         18.039;  0.040
         18.047;  0.060
         18.055;  0.040
         18.062;  0.120
         18.070;  0.120
         18.078;  0.180
         18.086;  0.080
         18.094;  0.040
         18.102; -0.050
         18.109; -0.140
         18.117; -0.110
         18.125; -0.120
         18.133; -0.100
         18.141; -0.090
         18.148; -0.100
         18.156; -0.090
         18.164; -0.110
         18.172; -0.090
         18.180;  0.260
         18.188;  0.450
         18.195;  0.370
         18.203; -1.820
         18.211; -1.940
         18.219; -1.190
         18.227; -0.840
         18.234; -0.360
         18.242; -0.030
         18.250; -0.040
         18.258; -0.020
         18.266;  0.000
         18.273;  0.040
         18.281;  0.050
         18.289;  0.060
         18.297;  0.080
         18.305;  0.070
         18.312;  0.080
         18.320;  0.090
         18.328;  0.100
         18.336;  0.110
         18.344;  0.140
         18.352;  0.140
         18.359;  0.150
         18.367;  0.170
         18.375;  0.190
         18.383;  0.190
         18.391;  0.210
         18.398;  0.220
         18.406;  0.220
         18.414;  0.210
         18.422;  0.200
         18.430;  0.190
         18.438;  0.160
         18.445;  0.130
         18.453;  0.100
         18.461;  0.050
         18.469;  0.010
         18.477;  0.010
         18.484; -0.010
         18.492; -0.010
         18.500; -0.010
         18.508;  0.010
         18.516;  0.010
         18.523;  0.010
         18.531;  0.010
         18.539;  0.020
         18.547;  0.000
         18.555;  0.010
         18.562;  0.010
         18.570;  0.010
         18.578;  0.010
         18.586;  0.010
         18.594;  0.020
         18.602;  0.030
         18.609;  0.040
         18.617;  0.030
         18.625;  0.040
         18.633;  0.030
         18.641;  0.040
         18.648;  0.050
         18.656;  0.040
         18.664;  0.020
         18.672;  0.030
         18.680;  0.030
         18.688;  0.020
         18.695;  0.020
         18.703;  0.030
         18.711;  0.010
         18.719;  0.010
         18.727;  0.010
         18.734;  0.000
         18.742;  0.000
         18.750; -0.010
         18.758; -0.010
         18.766; -0.010
         18.773; -0.030
         18.781; -0.010
         18.789; -0.020
         18.797; -0.020
         18.805; -0.030
         18.812; -0.010
         18.820;  0.040
         18.828;  0.050
         18.836;  0.050
         18.844;  0.100
         18.852;  0.200
         18.859;  0.140
         18.867;  0.090
         18.875;  0.050
         18.883; -0.080
         18.891; -0.090
         18.898; -0.100
         18.906; -0.090
         18.914; -0.080
         18.922; -0.090
         18.930; -0.100
         18.938; -0.100
         18.945; -0.100
         18.953;  0.050
         18.961;  0.380
         18.969;  0.720
         18.977; -1.190
         18.984; -1.870
         18.992; -1.490
         19.000; -1.230
         19.008; -0.500
         19.016; -0.140
         19.023; -0.070
         19.031; -0.060
         19.039; -0.050
         19.047; -0.010
         19.055;  0.010
         19.062;  0.020
         19.070;  0.010
         19.078;  0.030
         19.086;  0.040
         19.094;  0.050
         19.102;  0.070
         19.109;  0.070
         19.117;  0.090
         19.125;  0.100
         19.133;  0.100
         19.141;  0.120
         19.148;  0.140
         19.156;  0.150
         19.164;  0.160
         19.172;  0.170
         19.180;  0.140
         19.188;  0.160
         19.195;  0.160
         19.203;  0.140
         19.211;  0.110
         19.219;  0.100
         19.227;  0.080
         19.234;  0.060
         19.242;  0.020
         19.250; -0.010
         19.258;  0.000
         19.266;  0.000
         19.273;  0.000
         19.281;  0.000
         19.289;  0.000
         19.297;  0.020
         19.305;  0.010
         19.312;  0.040
         19.320;  0.030
         19.328;  0.030
         19.336;  0.010
         19.344;  0.040
         19.352;  0.030
         19.359;  0.030
         19.367;  0.030
         19.375;  0.030
         19.383;  0.020
         19.391;  0.030
         19.398;  0.030
         19.406;  0.020
         19.414;  0.030
         19.422;  0.030
         19.430;  0.010
         19.438;  0.020
         19.445; -0.010
         19.453;  0.020
         19.461;  0.010
         19.469; -0.010
         19.477; -0.020
         19.484; -0.020
         19.492; -0.030
         19.500; -0.040
         19.508; -0.040
         19.516; -0.040
         19.523; -0.060
         19.531; -0.040
         19.539; -0.060
         19.547; -0.040
         19.555; -0.060
         19.562; -0.060
         19.570; -0.060
         19.578; -0.060
         19.586; -0.070
         19.594; -0.060
         19.602; -0.020
         19.609;  0.010
         19.617; -0.010
         19.625;  0.070
         19.633;  0.090
         19.641;  0.120
         19.648;  0.100
         19.656;  0.030
         19.664; -0.020
         19.672; -0.110
         19.680; -0.130
         19.688; -0.110
         19.695; -0.120
         19.703; -0.120
         19.711; -0.130
         19.719; -0.120
         19.727; -0.150
         19.734; -0.150
         19.742;  0.150
         19.750;  0.450
         19.758;  0.570
         19.766; -1.340
         19.773; -1.580
         19.781; -1.200
         19.789; -0.860
         19.797; -0.570
         19.805; -0.130
         19.812; -0.100
         19.820; -0.060
         19.828; -0.070
         19.836; -0.040
         19.844; -0.040
         19.852; -0.010
         19.859; -0.010
         19.867;  0.010
         19.875;  0.010
         19.883;  0.020
         19.891;  0.030
         19.898;  0.050
         19.906;  0.060
         19.914;  0.060
         19.922;  0.090
         19.930;  0.100
         19.938;  0.100
         19.945;  0.120
         19.953;  0.120
         19.961;  0.130
         19.969;  0.130
         19.977;  0.120
         19.984;  0.160
         19.992;  0.140
         20.000;  0.120
         20.008;  0.090
         20.016;  0.080
         20.023;  0.070
         20.031;  0.020
         20.039;  0.010
         20.047;  0.000
         20.055; -0.020
         20.062; -0.030
         20.070; -0.020
         20.078; -0.030
         20.086; -0.030
         20.094; -0.010
         20.102;  0.000
         20.109; -0.020
         20.117; -0.010
         20.125;  0.020
         20.133;  0.020
         20.141;  0.020
         20.148;  0.020
         20.156;  0.030
         20.164;  0.020
         20.172;  0.010
         20.180;  0.020
         20.188;  0.020
         20.195;  0.010
         20.203;  0.010
         20.211;  0.000
         20.219; -0.010
         20.227; -0.010
         20.234;  0.010
         20.242;  0.000
         20.250; -0.020
         20.258;  0.000
         20.266; -0.020
         20.273; -0.020
         20.281; -0.030
         20.289; -0.020
         20.297; -0.020
         20.305; -0.030
         20.312; -0.020
         20.320; -0.040
         20.328; -0.020
         20.336; -0.030
         20.344; -0.020
         20.352; -0.020
         20.359;  0.040
         20.367;  0.020
         20.375;  0.070
         20.383;  0.090
         20.391;  0.180
         20.398;  0.120
         20.406;  0.100
         20.414;  0.030
         20.422; -0.070
         20.430; -0.080
         20.438; -0.080
         20.445; -0.090
         20.453; -0.070
         20.461; -0.080
         20.469; -0.080
         20.477; -0.090
         20.484; -0.060
         20.492;  0.230
         20.500;  0.540
         20.508;  0.690
         20.516; -1.640
         20.523; -1.920
         20.531; -1.370
         20.539; -1.100
         20.547; -0.480
         20.555; -0.050
         20.562; -0.030
         20.570;  0.000
         20.578;  0.020
         20.586;  0.020
         20.594;  0.060
         20.602;  0.070
         20.609;  0.070
         20.617;  0.070
         20.625;  0.090
         20.633;  0.100
         20.641;  0.120
         20.648;  0.140
         20.656;  0.160
         20.664;  0.180
         20.672;  0.190
         20.680;  0.220
         20.688;  0.240
         20.695;  0.250
         20.703;  0.270
         20.711;  0.290
         20.719;  0.290
         20.727;  0.290
         20.734;  0.290
         20.742;  0.260
         20.750;  0.250
         20.758;  0.210
         20.766;  0.170
         20.773;  0.120
         20.781;  0.070
         20.789;  0.040
         20.797;  0.040
         20.805;  0.010
         20.812;  0.020
         20.820;  0.020
         20.828;  0.030
         20.836;  0.010
         20.844;  0.040
         20.852;  0.030
         20.859;  0.040
         20.867;  0.030
         20.875;  0.030
         20.883;  0.040
         20.891;  0.030
         20.898;  0.050
         20.906;  0.060
         20.914;  0.060
         20.922;  0.060
         20.930;  0.070
         20.938;  0.070
         20.945;  0.070
         20.953;  0.070
         20.961;  0.080
         20.969;  0.060
         20.977;  0.060
         20.984;  0.060
         20.992;  0.050
         21.000;  0.050
         21.008;  0.050
         21.016;  0.040
         21.023;  0.040
         21.031;  0.030
         21.039;  0.030
         21.047;  0.020
         21.055;  0.000
         21.062;  0.020
         21.070;  0.000
         21.078;  0.000
         21.086; -0.010
         21.094;  0.000
         21.102; -0.020
         21.109;  0.000
         21.117;  0.000
         21.125;  0.040
         21.133;  0.060
         21.141;  0.040
         21.148;  0.090
         21.156;  0.190
         21.164;  0.140
         21.172;  0.100
         21.180;  0.060
         21.188; -0.060
         21.195; -0.110
         21.203; -0.080
         21.211; -0.070
         21.219; -0.070
         21.227; -0.080
         21.234; -0.080
         21.242; -0.090
         21.250; -0.090
         21.258;  0.040
         21.266;  0.410
         21.273;  0.710
         21.281; -1.080
         21.289; -1.980
         21.297; -1.710
         21.305; -1.300
         21.312; -0.500
         21.320; -0.150
         21.328; -0.030
         21.336; -0.030
         21.344;  0.010
         21.352;  0.020
         21.359;  0.050
         21.367;  0.070
         21.375;  0.080
         21.383;  0.090
         21.391;  0.090
         21.398;  0.100
         21.406;  0.120
         21.414;  0.130
         21.422;  0.140
         21.430;  0.170
         21.438;  0.180
         21.445;  0.180
         21.453;  0.200
         21.461;  0.220
         21.469;  0.240
         21.477;  0.260
         21.484;  0.270
         21.492;  0.250
         21.500;  0.230
         21.508;  0.240
         21.516;  0.210
         21.523;  0.180
         21.531;  0.150
         21.539;  0.100
         21.547;  0.060
         21.555;  0.030
         21.562;  0.010
         21.570;  0.000
         21.578;  0.000
         21.586;  0.000
         21.594;  0.020
         21.602;  0.020
         21.609;  0.010
         21.617;  0.030
         21.625;  0.040
         21.633;  0.020
         21.641;  0.010
         21.648;  0.030
         21.656;  0.020
         21.664;  0.020
         21.672;  0.040
         21.680;  0.040
         21.688;  0.050
         21.695;  0.050
         21.703;  0.060
         21.711;  0.060
         21.719;  0.070
         21.727;  0.060
         21.734;  0.060
         21.742;  0.060
         21.750;  0.060
         21.758;  0.060
         21.766;  0.060
         21.773;  0.030
         21.781;  0.040
         21.789;  0.030
         21.797;  0.030
         21.805;  0.010
         21.812;  0.010
         21.820;  0.010
         21.828;  0.020
         21.836; -0.010
         21.844;  0.000
         21.852; -0.010
         21.859; -0.010
         21.867; -0.010
         21.875;  0.010
         21.883;  0.020
         21.891;  0.060
         21.898;  0.040
         21.906;  0.100
         21.914;  0.180
         21.922;  0.150
         21.930;  0.130
         21.938;  0.050
         21.945; -0.050
         21.953; -0.080
         21.961; -0.110
         21.969; -0.080
         21.977; -0.090
         21.984; -0.090
         21.992; -0.100
         22.000; -0.100
         22.008; -0.110
         22.016; -0.050
         22.023;  0.320
         22.031;  0.560
         22.039; -0.610
         22.047; -1.930
         22.055; -1.860
         22.062; -1.270
         22.070; -0.600
         22.078; -0.250
         22.086; -0.050
         22.094; -0.040
         22.102;  0.000
         22.109;  0.000
         22.117;  0.040
         22.125;  0.040
         22.133;  0.060
         22.141;  0.050
         22.148;  0.080
         22.156;  0.100
         22.164;  0.100
         22.172;  0.090
         22.180;  0.110
         22.188;  0.130
         22.195;  0.130
         22.203;  0.150
         22.211;  0.160
         22.219;  0.180
         22.227;  0.190
         22.234;  0.200
         22.242;  0.200
         22.250;  0.200
         22.258;  0.180
         22.266;  0.170
         22.273;  0.140
         22.281;  0.110
         22.289;  0.090
         22.297;  0.040
         22.305;  0.020
         22.312; -0.010
         22.320; -0.030
         22.328; -0.050
         22.336; -0.030
         22.344; -0.020
         22.352; -0.010
         22.359; -0.010
         22.367; -0.010
         22.375; -0.010
         22.383;  0.000
         22.391;  0.000
         22.398;  0.000
         22.406;  0.000
         22.414; -0.010
         22.422;  0.000
         22.430;  0.010
         22.438;  0.020
         22.445;  0.010
         22.453;  0.030
         22.461;  0.030
         22.469;  0.020
         22.477;  0.020
         22.484;  0.030
         22.492;  0.020
         22.500;  0.020
         22.508;  0.020
         22.516;  0.020
         22.523;  0.010
         22.531; -0.010
         22.539; -0.010
         22.547;  0.000
         22.555;  0.000
         22.562; -0.030
         22.570; -0.010
         22.578; -0.030
         22.586; -0.040
         22.594; -0.030
         22.602; -0.040
         22.609; -0.040
         22.617; -0.060
         22.625; -0.040
         22.633; -0.050
         22.641; -0.050
         22.648; -0.050
         22.656; -0.030
         22.664;  0.010
         22.672;  0.010
         22.680;  0.000
         22.688;  0.070
         22.695;  0.140
         22.703;  0.120
         22.711;  0.070
         22.719;  0.040
         22.727; -0.060
         22.734; -0.120
         22.742; -0.120
         22.750; -0.120
         22.758; -0.120
         22.766; -0.120
         22.773; -0.140
         22.781; -0.150
         22.789; -0.150
         22.797; -0.100
         22.805;  0.270
         22.812;  0.510
         22.820; -0.280
         22.828; -1.830
         22.836; -1.720
         22.844; -1.260
         22.852; -0.650
         22.859; -0.310
         22.867; -0.090
         22.875; -0.080
         22.883; -0.050
         22.891; -0.030
         22.898; -0.020
         22.906;  0.000
         22.914;  0.010
         22.922;  0.030
         22.930;  0.020
         22.938;  0.040
         22.945;  0.050
         22.953;  0.050
         22.961;  0.070
         22.969;  0.090
         22.977;  0.100
         22.984;  0.090
         22.992;  0.100
         23.000;  0.120
         23.008;  0.130
         23.016;  0.140
         23.023;  0.140
         23.031;  0.150
         23.039;  0.140
         23.047;  0.110
         23.055;  0.110
         23.062;  0.100
         23.070;  0.110
         23.078;  0.070
         23.086;  0.040
         23.094;  0.020
         23.102;  0.000
         23.109;  0.000
         23.117;  0.000
         23.125; -0.030
         23.133; -0.020
         23.141;  0.000
         23.148; -0.020
         23.156;  0.000
         23.164;  0.000
         23.172; -0.020
         23.180;  0.000
         23.188;  0.000
         23.195;  0.000
         23.203;  0.010
         23.211; -0.010
         23.219;  0.020
         23.227;  0.010
         23.234;  0.010
         23.242;  0.000
         23.250;  0.010
         23.258;  0.010
         23.266;  0.000
         23.273;  0.010
         23.281; -0.020
         23.289; -0.020
         23.297; -0.010
         23.305; -0.030
         23.312; -0.030
         23.320; -0.040
         23.328; -0.030
         23.336; -0.050
         23.344; -0.060
         23.352; -0.050
         23.359; -0.050
         23.367; -0.090
         23.375; -0.060
         23.383; -0.070
         23.391; -0.080
         23.398; -0.070
         23.406; -0.060
         23.414; -0.030
         23.422; -0.040
         23.430;  0.010
         23.438;  0.040
         23.445;  0.100
         23.453;  0.070
         23.461;  0.020
         23.469; -0.020
         23.477; -0.130
         23.484; -0.130
         23.492; -0.130
         23.500; -0.160
         23.508; -0.170
         23.516; -0.170
         23.523; -0.160
         23.531; -0.190
         23.539; -0.170
         23.547;  0.140
         23.555;  0.500
         23.562;  0.250
         23.570; -1.550
         23.578; -1.600
         23.586; -1.330
         23.594; -0.800
         23.602; -0.510
         23.609; -0.120
         23.617; -0.130
         23.625; -0.080
         23.633; -0.070
         23.641; -0.050
         23.648; -0.030
         23.656; -0.010
         23.664; -0.010
         23.672;  0.010
         23.680;  0.030
         23.688;  0.030
         23.695;  0.050
         23.703;  0.070
         23.711;  0.080
         23.719;  0.100
         23.727;  0.140
         23.734;  0.140
         23.742;  0.170
         23.750;  0.190
         23.758;  0.210
         23.766;  0.230
         23.773;  0.240
         23.781;  0.240
         23.789;  0.240
         23.797;  0.220
         23.805;  0.210
         23.812;  0.180
         23.820;  0.150
         23.828;  0.110
         23.836;  0.090
         23.844;  0.070
         23.852;  0.040
         23.859;  0.030
         23.867;  0.010
         23.875;  0.020
         23.883;  0.020
         23.891;  0.030
         23.898;  0.020
         23.906;  0.030
         23.914;  0.020
         23.922;  0.030
         23.930;  0.060
         23.938;  0.070
         23.945;  0.050
         23.953;  0.070
         23.961;  0.070
         23.969;  0.070
         23.977;  0.060
         23.984;  0.060
         23.992;  0.070
         24.000;  0.040
         24.008;  0.050
         24.016;  0.020
         24.023;  0.020
         24.031;  0.010
         24.039;  0.020
         24.047;  0.010
         24.055;  0.000
         24.062; -0.010
         24.070; -0.010
         24.078; -0.020
         24.086; -0.030
         24.094; -0.010
         24.102; -0.020
         24.109; -0.020
         24.117; -0.030
         24.125; -0.020
         24.133; -0.040
         24.141; -0.030
         24.148; -0.030
         24.156; -0.020
         24.164; -0.030
         24.172; -0.020
         24.180;  0.040
         24.188;  0.010
         24.195;  0.070
         24.203;  0.100
         24.211;  0.150
         24.219;  0.110
         24.227;  0.020
         24.234; -0.010
         24.242; -0.090
         24.250; -0.110
         24.258; -0.110
         24.266; -0.090
         24.273; -0.100
         24.281; -0.110
         24.289; -0.090
         24.297; -0.100
         24.305; -0.070
         24.312;  0.310
         24.320;  0.460
         24.328;  0.190
         24.336; -1.980
         24.344; -2.140
         24.352; -1.280
         24.359; -0.890
         24.367; -0.320
         24.375; -0.010
         24.383;  0.000
         24.391;  0.030
         24.398;  0.050
         24.406;  0.090
         24.414;  0.090
         24.422;  0.100
         24.430;  0.130
         24.438;  0.130
         24.445;  0.150
         24.453;  0.180
         24.461;  0.180
         24.469;  0.190
         24.477;  0.220
         24.484;  0.230
         24.492;  0.260
         24.500;  0.280
         24.508;  0.300
         24.516;  0.310
         24.523;  0.330
         24.531;  0.340
         24.539;  0.350
         24.547;  0.360
         24.555;  0.330
         24.562;  0.320
         24.570;  0.290
         24.578;  0.250
         24.586;  0.200
         24.594;  0.150
         24.602;  0.100
         24.609;  0.080
         24.617;  0.060
         24.625;  0.060
         24.633;  0.040
         24.641;  0.050
         24.648;  0.070
         24.656;  0.060
         24.664;  0.070
         24.672;  0.060
         24.680;  0.050
         24.688;  0.050
         24.695;  0.060
         24.703;  0.050
         24.711;  0.070
         24.719;  0.060
         24.727;  0.060
         24.734;  0.070
         24.742;  0.080
         24.750;  0.070
         24.758;  0.080
         24.766;  0.100
         24.773;  0.080
         24.781;  0.100
         24.789;  0.090
         24.797;  0.100
         24.805;  0.090
         24.812;  0.100
         24.820;  0.080
         24.828;  0.080
         24.836;  0.060
         24.844;  0.040
         24.852;  0.060
         24.859;  0.040
         24.867;  0.040
         24.875;  0.040
         24.883;  0.020
         24.891;  0.010
         24.898;  0.020
         24.906;  0.010
         24.914;  0.010
         24.922;  0.010
         24.930;  0.040
         24.938;  0.070
         24.945;  0.050
         24.953;  0.110
         24.961;  0.140
         24.969;  0.200
         24.977;  0.150
         24.984;  0.080
         24.992;  0.020
         25.000; -0.080
         25.008; -0.080
         25.016; -0.070
         25.023; -0.070
         25.031; -0.060
         25.039; -0.070
         25.047; -0.080
         25.055; -0.070
         25.062; -0.030
         25.070;  0.280
         25.078;  0.490
         25.086;  0.390
         25.094; -1.880
         25.102; -2.030
         25.109; -1.200
         25.117; -0.890
         25.125; -0.320
         25.133;  0.010
         25.141;  0.010
         25.148;  0.030
         25.156;  0.050
         25.164;  0.080
         25.172;  0.070
         25.180;  0.110
         25.188;  0.100
         25.195;  0.100
         25.203;  0.130
         25.211;  0.120
         25.219;  0.140
         25.227;  0.160
         25.234;  0.180
         25.242;  0.180
         25.250;  0.200
         25.258;  0.230
         25.266;  0.230
         25.273;  0.260
         25.281;  0.280
         25.289;  0.270
         25.297;  0.280
         25.305;  0.260
         25.312;  0.260
         25.320;  0.230
         25.328;  0.230
         25.336;  0.170
         25.344;  0.160
         25.352;  0.110
         25.359;  0.070
         25.367;  0.060
         25.375;  0.050
         25.383;  0.050
         25.391;  0.040
         25.398;  0.060
         25.406;  0.050
         25.414;  0.070
         25.422;  0.060
         25.430;  0.080
         25.438;  0.050
         25.445;  0.070
         25.453;  0.070
         25.461;  0.070
         25.469;  0.070
         25.477;  0.080
         25.484;  0.080
         25.492;  0.100
         25.500;  0.080
         25.508;  0.090
         25.516;  0.110
         25.523;  0.090
         25.531;  0.110
         25.539;  0.110
         25.547;  0.100
         25.555;  0.070
         25.562;  0.090
         25.570;  0.080
         25.578;  0.080
         25.586;  0.060
         25.594;  0.060
         25.602;  0.030
         25.609;  0.030
         25.617;  0.020
         25.625;  0.040
         25.633;  0.020
         25.641;  0.030
         25.648;  0.020
         25.656;  0.020
         25.664;  0.000
         25.672;  0.020
         25.680;  0.020
         25.688;  0.010
         25.695;  0.030
         25.703;  0.020
         25.711;  0.020
         25.719;  0.010
         25.727;  0.030
         25.734;  0.080
         25.742;  0.050
         25.750;  0.110
         25.758;  0.110
         25.766;  0.210
         25.773;  0.130
         25.781;  0.070
         25.789;  0.030
         25.797; -0.090
         25.805; -0.100
         25.812; -0.090
         25.820; -0.060
         25.828; -0.060
         25.836; -0.070
         25.844; -0.060
         25.852; -0.070
         25.859; -0.060
         25.867;  0.200
         25.875;  0.460
         25.883;  0.680
         25.891; -1.710
         25.898; -1.950
         25.906; -1.220
         25.914; -0.970
         25.922; -0.390
         25.930; -0.030
         25.938; -0.060
         25.945; -0.010
         25.953;  0.020
         25.961;  0.040
         25.969;  0.040
         25.977;  0.050
         25.984;  0.060
         25.992;  0.060
         26.000;  0.090
         26.008;  0.100
         26.016;  0.110
         26.023;  0.120
